transaction_id,customer_id,purchase_date,purchase_amount,category,age,gender
TXN001676,CUST0010,2024-12-17,202.44,Electronics,40.0,Non-binary
TXN001919,CUST0010,2025-02-23,150.77,Home,40.0,Non-binary
TXN001936,CUST0010,2024-10-24,86.19,Books,40.0,Non-binary
TXN002026,CUST0010,2024-06-30,113.47,Clothing,40.0,Non-binary
TXN002454,CUST0010,2024-05-24,129.3,Home,40.0,Non-binary
TXN002614,CUST0010,2024-12-19,89.0,Books,40.0,Non-binary
TXN003355,CUST0010,2024-08-01,115.52,Food,40.0,Non-binary
TXN004618,CUST0010,2025-02-13,38.62,Clothing,40.0,Non-binary
TXN004792,CUST0010,2024-08-24,38.77,Food,40.0,Non-binary
TXN004967,CUST0010,2024-09-06,207.28,Home,40.0,Non-binary
TXN000100,CUST0050,2024-08-04,94.47,Beauty,26.0,Female
TXN000839,CUST0050,2024-09-27,45.76,Books,26.0,Female
TXN000840,CUST0050,2024-12-22,115.48,Home,26.0,Female
TXN002186,CUST0050,2024-03-19,51.19,Beauty,26.0,Female
TXN002431,CUST0050,2024-12-24,27.07,Food,26.0,Female
TXN002498,CUST0050,2024-12-15,96.88,Clothing,26.0,Female
TXN002698,CUST0050,2024-05-29,65.47,Beauty,26.0,Female
TXN003983,CUST0050,2024-05-31,84.25,Electronics,26.0,Female
TXN003995,CUST0050,2024-12-10,134.7,Home,26.0,Female
TXN000101,CUST0345,2024-07-29,84.96,Clothing,53.0,Male
TXN000172,CUST0345,2024-03-27,59.29,Food,53.0,Male
TXN000592,CUST0345,2024-07-10,43.29,Books,53.0,Male
TXN002766,CUST0345,2024-06-10,32.87,Food,53.0,Male
TXN003629,CUST0345,2024-10-01,33.85,Beauty,53.0,Male
TXN003967,CUST0345,2024-10-29,38.26,Clothing,53.0,Male
TXN000102,CUST0242,2024-05-13,107.73,Home,54.0,Male
TXN000328,CUST0242,2024-08-31,231.53,Home,54.0,Male
TXN000930,CUST0242,2025-02-10,58.0,Clothing,54.0,Male
TXN000977,CUST0242,2024-07-07,29.88,Food,54.0,Male
TXN002866,CUST0242,2024-08-14,119.66,Electronics,54.0,Male
TXN004465,CUST0242,2024-09-21,237.06,Home,54.0,Male
TXN004801,CUST0242,2024-10-20,34.1,Food,54.0,Male
TXN000103,CUST0149,2024-08-02,58.18,Home,18.0,Female
TXN000170,CUST0149,2024-08-01,109.22,Books,18.0,Female
TXN000432,CUST0149,2024-11-01,56.63,Clothing,18.0,Female
TXN000626,CUST0149,2024-10-18,145.51,Home,18.0,Female
TXN002012,CUST0149,2025-01-17,44.4,Home,18.0,Female
TXN002417,CUST0149,2024-05-31,30.02,Food,18.0,Female
TXN002488,CUST0149,2025-02-23,83.04,Clothing,18.0,Female
TXN003079,CUST0149,2024-12-29,58.98,Beauty,18.0,Female
TXN004093,CUST0149,2024-12-14,63.25,Beauty,18.0,Female
TXN004737,CUST0149,2024-05-04,29.32,Books,18.0,Female
TXN004893,CUST0149,2024-11-29,69.72,Food,18.0,Female
TXN000104,CUST0138,2024-05-22,206.77,Electronics,65.0,Male
TXN000478,CUST0138,2025-02-06,186.0,Home,65.0,Male
TXN001345,CUST0138,2025-02-11,116.3,Beauty,65.0,Male
TXN001637,CUST0138,2024-03-26,89.27,Home,65.0,Male
TXN002461,CUST0138,2024-10-24,69.97,Food,65.0,Male
TXN002841,CUST0138,2024-11-29,73.07,Books,65.0,Male
TXN003036,CUST0138,2025-01-03,96.61,Beauty,65.0,Male
TXN003097,CUST0138,2024-06-16,132.59,Home,65.0,Male
TXN003431,CUST0138,2024-12-05,60.54,Food,65.0,Male
TXN003489,CUST0138,2024-04-23,60.03,Food,65.0,Male
TXN003846,CUST0138,2024-06-21,87.53,Food,65.0,Male
TXN000106,CUST0425,2024-11-01,31.76,Beauty,69.0,Female
TXN000215,CUST0425,2024-08-13,37.72,Beauty,69.0,Female
TXN000264,CUST0425,2024-07-03,47.37,Food,69.0,Female
TXN000554,CUST0425,2024-05-03,135.56,Electronics,69.0,Female
TXN000865,CUST0425,2024-04-16,29.21,Books,69.0,Female
TXN001620,CUST0425,2024-10-27,113.96,Beauty,69.0,Female
TXN002014,CUST0425,2025-02-03,147.81,Home,69.0,Female
TXN002139,CUST0425,2025-02-24,29.62,Beauty,69.0,Female
TXN000107,CUST0068,2024-10-09,43.4,Food,52.0,Female
TXN000263,CUST0068,2024-11-24,98.94,Food,52.0,Female
TXN000417,CUST0068,2024-09-18,164.85,Home,52.0,Female
TXN000958,CUST0068,2024-06-17,65.3,Food,52.0,Female
TXN001901,CUST0068,2024-07-16,72.93,Books,52.0,Female
TXN002451,CUST0068,2024-09-13,58.38,Books,52.0,Female
TXN002608,CUST0068,2024-09-06,73.97,Electronics,52.0,Female
TXN002738,CUST0068,2024-12-08,84.06,Books,52.0,Female
TXN003278,CUST0068,2025-02-11,90.86,Food,52.0,Female
TXN004073,CUST0068,2024-11-07,56.12,Clothing,52.0,Female
TXN004267,CUST0068,2025-01-26,95.46,Clothing,52.0,Female
TXN000109,CUST0070,2024-09-17,48.62,Beauty,34.0,Male
TXN001037,CUST0070,2024-12-27,31.0,Beauty,34.0,Male
TXN001131,CUST0070,2024-08-02,61.26,Clothing,34.0,Male
TXN001566,CUST0070,2024-10-09,41.52,Food,34.0,Male
TXN002470,CUST0070,2024-03-13,82.36,Food,34.0,Male
TXN002546,CUST0070,2025-01-17,95.08,Food,34.0,Male
TXN002612,CUST0070,2024-06-26,59.47,Books,34.0,Male
TXN002745,CUST0070,2025-01-02,35.88,Clothing,34.0,Male
TXN002773,CUST0070,2024-09-17,28.05,Beauty,34.0,Male
TXN003182,CUST0070,2024-07-19,88.22,Beauty,34.0,Male
TXN003573,CUST0070,2024-06-21,31.45,Food,34.0,Male
TXN003760,CUST0070,2024-08-12,55.34,Food,34.0,Male
TXN004042,CUST0070,2024-10-25,37.81,Books,34.0,Male
TXN000110,CUST0005,2024-04-01,80.08,Books,60.0,Male
TXN000685,CUST0005,2025-02-11,70.82,Food,60.0,Male
TXN001537,CUST0005,2024-05-24,112.68,Clothing,60.0,Male
TXN003631,CUST0005,2025-02-03,83.99,Food,60.0,Male
TXN003701,CUST0005,2024-08-18,71.55,Beauty,60.0,Male
TXN000111,CUST0067,2024-12-30,76.73,Home,64.0,Male
TXN000126,CUST0067,2025-02-04,36.09,Books,64.0,Male
TXN000273,CUST0067,2025-02-10,46.9,Clothing,64.0,Male
TXN001424,CUST0067,2024-11-02,82.03,Food,64.0,Male
TXN001501,CUST0067,2024-12-23,155.6,Electronics,64.0,Male
TXN001812,CUST0067,2024-11-09,37.9,Clothing,64.0,Male
TXN003010,CUST0067,2024-05-10,58.59,Books,64.0,Male
TXN003395,CUST0067,2025-01-29,57.41,Home,64.0,Male
TXN003408,CUST0067,2024-04-20,297.76,Electronics,64.0,Male
TXN004002,CUST0067,2024-06-06,77.58,Beauty,64.0,Male
TXN000112,CUST0172,2024-11-18,143.19,Home,69.0,Female
TXN000267,CUST0172,2024-09-22,114.36,Beauty,69.0,Female
TXN000760,CUST0172,2024-12-04,180.39,Home,69.0,Female
TXN001113,CUST0172,2024-05-08,76.37,Clothing,69.0,Female
TXN002006,CUST0172,2024-12-02,59.9,Clothing,69.0,Female
TXN002555,CUST0172,2024-10-25,271.48,Home,69.0,Female
TXN004011,CUST0172,2024-10-03,104.6,Food,69.0,Female
TXN004971,CUST0172,2024-09-29,215.7,Home,69.0,Female
TXN000114,CUST0477,2024-12-17,69.85,Clothing,29.0,Male
TXN000423,CUST0477,2024-03-29,43.99,Beauty,29.0,Male
TXN000438,CUST0477,2024-05-17,53.87,Books,29.0,Male
TXN001625,CUST0477,2024-08-10,241.57,Home,29.0,Male
TXN002159,CUST0477,2024-08-25,94.02,Food,29.0,Male
TXN003266,CUST0477,2024-10-05,58.43,Home,29.0,Male
TXN004062,CUST0477,2024-04-07,56.27,Food,29.0,Male
TXN004453,CUST0477,2024-09-17,63.12,Electronics,29.0,Male
TXN000115,CUST0121,2024-04-29,203.12,Electronics,68.0,Male
TXN002543,CUST0121,2024-08-28,179.0,Home,68.0,Male
TXN002604,CUST0121,2024-08-30,79.86,Home,68.0,Male
TXN002990,CUST0121,2024-06-01,119.24,Books,68.0,Male
TXN003242,CUST0121,2024-05-13,250.86,Electronics,68.0,Male
TXN003247,CUST0121,2024-07-23,58.1,Books,68.0,Male
TXN003763,CUST0121,2024-05-24,46.96,Beauty,68.0,Male
TXN004752,CUST0121,2024-04-25,85.84,Home,68.0,Male
TXN000116,CUST0003,2024-07-27,65.67,Beauty,46.0,Female
TXN001374,CUST0003,2024-10-27,61.64,Electronics,46.0,Female
TXN002744,CUST0003,2024-10-23,26.63,Beauty,46.0,Female
TXN003789,CUST0003,2024-04-11,72.58,Beauty,46.0,Female
TXN003831,CUST0003,2024-06-16,82.15,Beauty,46.0,Female
TXN003882,CUST0003,2024-05-28,74.19,Clothing,46.0,Female
TXN004976,CUST0003,2024-10-17,164.95,Home,46.0,Female
TXN000117,CUST0118,2024-03-10,73.12,Beauty,25.0,Female
TXN000301,CUST0118,2024-06-13,46.75,Clothing,25.0,Female
TXN000452,CUST0118,2024-05-03,49.6,Clothing,25.0,Female
TXN000503,CUST0118,2024-08-04,69.36,Food,25.0,Female
TXN000558,CUST0118,2024-03-25,288.64,Home,25.0,Female
TXN000736,CUST0118,2024-04-28,51.52,Books,25.0,Female
TXN000782,CUST0118,2025-02-06,89.33,Clothing,25.0,Female
TXN001264,CUST0118,2024-09-10,59.03,Books,25.0,Female
TXN001411,CUST0118,2024-06-07,71.59,Electronics,25.0,Female
TXN001434,CUST0118,2024-09-13,155.3,Home,25.0,Female
TXN002774,CUST0118,2025-03-05,57.17,Beauty,25.0,Female
TXN003719,CUST0118,2024-09-30,193.59,Electronics,25.0,Female
TXN004099,CUST0118,2024-07-23,87.57,Books,25.0,Female
TXN000118,CUST0286,2024-08-01,26.02,Books,37.0,
TXN000864,CUST0286,2024-03-27,101.61,Books,37.0,
TXN001111,CUST0286,2024-05-06,55.3,Beauty,37.0,
TXN001128,CUST0286,2024-12-12,115.68,Electronics,37.0,
TXN001236,CUST0286,2024-11-28,46.49,Food,37.0,
TXN001286,CUST0286,2024-08-05,153.54,Electronics,37.0,
TXN001762,CUST0286,2024-06-01,76.85,Beauty,37.0,
TXN002187,CUST0286,2025-01-13,67.72,Books,37.0,
TXN002529,CUST0286,2025-03-04,103.88,Electronics,37.0,
TXN002711,CUST0286,2024-09-07,94.02,Electronics,37.0,
TXN003040,CUST0286,2024-09-18,69.1,Food,37.0,
TXN003553,CUST0286,2024-07-02,26.73,Food,37.0,
TXN004981,CUST0286,2024-12-14,27.24,Food,37.0,
TXN000119,CUST0231,2024-12-18,38.19,Beauty,41.0,Male
TXN001540,CUST0231,2024-12-02,96.32,Books,41.0,Male
TXN003384,CUST0231,2024-11-07,46.66,Clothing,41.0,Male
TXN003665,CUST0231,2024-10-17,55.06,Food,41.0,Male
TXN000120,CUST0226,2024-07-25,31.39,Clothing,41.0,Male
TXN001208,CUST0226,2024-03-12,90.66,Beauty,41.0,Male
TXN001546,CUST0226,2024-04-20,118.53,Books,41.0,Male
TXN001788,CUST0226,2024-08-14,60.24,Beauty,41.0,Male
TXN001856,CUST0226,2024-05-07,42.91,Clothing,41.0,Male
TXN003479,CUST0226,2024-04-05,39.15,Beauty,41.0,Male
TXN003692,CUST0226,2024-11-02,44.18,Clothing,41.0,Male
TXN004078,CUST0226,2024-08-16,131.35,Electronics,41.0,Male
TXN000122,CUST0180,2024-09-11,67.78,Beauty,32.0,
TXN000602,CUST0180,2025-01-12,69.82,Books,32.0,
TXN000627,CUST0180,2024-09-21,99.33,Food,32.0,
TXN001030,CUST0180,2024-05-10,135.61,Home,32.0,
TXN001664,CUST0180,2025-02-10,29.59,Beauty,32.0,
TXN001686,CUST0180,2024-09-28,80.95,Electronics,32.0,
TXN001915,CUST0180,2024-03-15,77.64,Books,32.0,
TXN002261,CUST0180,2024-09-09,52.56,Clothing,32.0,
TXN002952,CUST0180,2025-02-17,37.57,Clothing,32.0,
TXN003476,CUST0180,2024-09-07,77.88,Food,32.0,
TXN003714,CUST0180,2024-06-23,106.97,Home,32.0,
TXN004390,CUST0180,2024-10-17,33.93,Books,32.0,
TXN004858,CUST0180,2024-05-13,102.45,Electronics,32.0,
TXN004915,CUST0180,2024-11-17,40.79,Clothing,32.0,
TXN000129,CUST0281,2024-11-13,95.46,Beauty,26.0,Male
TXN001353,CUST0281,2024-11-25,88.06,Beauty,26.0,Male
TXN001573,CUST0281,2024-09-10,77.53,Electronics,26.0,Male
TXN001724,CUST0281,2025-03-04,24.92,Food,26.0,Male
TXN002042,CUST0281,2024-12-30,84.83,Food,26.0,Male
TXN002062,CUST0281,2024-09-23,48.75,Clothing,26.0,Male
TXN002299,CUST0281,2024-12-21,46.64,Food,26.0,Male
TXN002505,CUST0281,2025-02-26,44.02,Electronics,26.0,Male
TXN004270,CUST0281,2024-04-19,109.74,Clothing,26.0,Male
TXN004413,CUST0281,2024-12-19,168.89,Electronics,26.0,Male
TXN004426,CUST0281,2024-04-07,116.79,Home,26.0,Male
TXN000130,CUST0321,2024-06-23,81.48,Books,18.0,Male
TXN000390,CUST0321,2024-04-23,89.41,Books,18.0,Male
TXN000405,CUST0321,2024-04-13,86.5,Beauty,18.0,Male
TXN000555,CUST0321,2024-05-08,165.81,Electronics,18.0,Male
TXN000693,CUST0321,2024-04-21,43.13,Clothing,18.0,Male
TXN001881,CUST0321,2024-10-15,39.12,Food,18.0,Male
TXN002519,CUST0321,2025-02-07,204.45,Electronics,18.0,Male
TXN002840,CUST0321,2024-03-19,103.32,Home,18.0,Male
TXN003210,CUST0321,2024-10-18,48.03,Food,18.0,Male
TXN003486,CUST0321,2024-08-20,209.59,Home,18.0,Male
TXN003649,CUST0321,2024-08-19,64.45,Books,18.0,Male
TXN004161,CUST0321,2025-02-18,79.53,Books,18.0,Male
TXN000133,CUST0288,2024-07-11,68.36,Food,36.0,Male
TXN000612,CUST0288,2024-06-18,61.42,Beauty,36.0,Male
TXN001461,CUST0288,2024-10-17,34.41,Clothing,36.0,Male
TXN002661,CUST0288,2024-07-21,39.1,Clothing,36.0,Male
TXN000134,CUST0020,2024-07-29,39.38,Books,70.0,Female
TXN000931,CUST0020,2024-10-07,126.54,Electronics,70.0,Female
TXN001106,CUST0020,2024-05-02,45.38,Electronics,70.0,Female
TXN002124,CUST0020,2024-05-10,259.15,Home,70.0,Female
TXN003276,CUST0020,2024-05-08,98.15,Food,70.0,Female
TXN003658,CUST0020,2025-02-20,226.55,Electronics,70.0,Female
TXN004373,CUST0020,2024-08-26,41.06,Clothing,70.0,Female
TXN000135,CUST0043,2024-11-14,160.22,Home,69.0,Male
TXN000881,CUST0043,2024-06-18,57.36,Books,69.0,Male
TXN001354,CUST0043,2024-05-18,93.08,Books,69.0,Male
TXN001386,CUST0043,2024-11-24,38.74,Food,69.0,Male
TXN004812,CUST0043,2024-03-09,58.47,Beauty,69.0,Male
TXN000136,CUST0418,2024-11-26,49.76,Books,46.0,Male
TXN000305,CUST0418,2024-08-28,43.03,Beauty,46.0,Male
TXN000747,CUST0418,2024-03-09,188.1,Home,46.0,Male
TXN002260,CUST0418,2024-08-19,203.56,Electronics,46.0,Male
TXN002566,CUST0418,2024-03-08,77.09,Food,46.0,Male
TXN002934,CUST0418,2024-11-14,81.97,Books,46.0,Male
TXN003269,CUST0418,2024-07-26,99.17,Electronics,46.0,Male
TXN003999,CUST0418,2024-03-17,61.14,Food,46.0,Male
TXN004071,CUST0418,2024-08-02,182.29,Home,46.0,Male
TXN004377,CUST0418,2025-01-27,79.8,Food,46.0,Male
TXN004746,CUST0418,2024-11-08,49.8,Electronics,46.0,Male
TXN000137,CUST0253,2024-04-30,70.95,Home,49.0,Female
TXN000788,CUST0253,2024-07-09,34.3,Clothing,49.0,Female
TXN001438,CUST0253,2024-03-18,205.41,Home,49.0,Female
TXN002455,CUST0253,2024-08-21,52.95,Food,49.0,Female
TXN003704,CUST0253,2024-11-29,39.79,Clothing,49.0,Female
TXN004249,CUST0253,2024-04-26,58.14,Food,49.0,Female
TXN004808,CUST0253,2025-03-05,87.62,Food,49.0,Female
TXN000138,CUST0156,2024-09-11,45.48,Beauty,22.0,Female
TXN000750,CUST0156,2024-03-21,149.21,Home,22.0,Female
TXN002775,CUST0156,2025-01-22,125.49,Home,22.0,Female
TXN003275,CUST0156,2024-03-09,195.42,Electronics,22.0,Female
TXN003943,CUST0156,2024-10-27,104.61,Food,22.0,Female
TXN004628,CUST0156,2025-02-04,132.76,Electronics,22.0,Female
TXN004630,CUST0156,2024-06-25,100.35,Electronics,22.0,Female
TXN000139,CUST0260,2024-06-16,44.58,Food,43.0,Male
TXN000340,CUST0260,2025-02-26,123.13,Home,43.0,Male
TXN000351,CUST0260,2024-09-26,93.79,Clothing,43.0,Male
TXN000812,CUST0260,2024-06-22,189.32,Electronics,43.0,Male
TXN000968,CUST0260,2025-02-17,65.44,Food,43.0,Male
TXN001451,CUST0260,2024-06-26,102.56,Clothing,43.0,Male
TXN001584,CUST0260,2024-10-25,67.41,Beauty,43.0,Male
TXN001712,CUST0260,2024-05-16,92.63,Electronics,43.0,Male
TXN001768,CUST0260,2024-09-18,141.64,Electronics,43.0,Male
TXN001773,CUST0260,2025-02-12,171.64,Home,43.0,Male
TXN002517,CUST0260,2025-02-01,84.07,Food,43.0,Male
TXN002533,CUST0260,2024-05-07,85.19,Home,43.0,Male
TXN002926,CUST0260,2024-10-08,47.66,Books,43.0,Male
TXN003922,CUST0260,2025-03-04,27.64,Clothing,43.0,Male
TXN004682,CUST0260,2024-05-17,227.51,Home,43.0,Male
TXN004691,CUST0260,2024-05-15,93.88,Clothing,43.0,Male
TXN004918,CUST0260,2024-07-28,54.2,Beauty,43.0,Male
TXN000140,CUST0308,2024-10-12,84.2,Beauty,40.0,Male
TXN000326,CUST0308,2025-02-20,63.14,Clothing,40.0,Male
TXN000952,CUST0308,2025-02-01,42.24,Books,40.0,Male
TXN001708,CUST0308,2024-12-10,43.91,Books,40.0,Male
TXN002145,CUST0308,2024-07-23,66.39,Books,40.0,Male
TXN002251,CUST0308,2024-09-06,114.5,Beauty,40.0,Male
TXN002338,CUST0308,2025-02-02,76.75,Books,40.0,Male
TXN002419,CUST0308,2024-04-27,86.04,Clothing,40.0,Male
TXN002537,CUST0308,2024-08-18,79.61,Food,40.0,Male
TXN002797,CUST0308,2024-03-29,77.99,Books,40.0,Male
TXN003585,CUST0308,2024-11-12,34.52,Clothing,40.0,Male
TXN003769,CUST0308,2024-09-06,118.58,Electronics,40.0,Male
TXN004755,CUST0308,2024-09-20,45.38,Home,40.0,Male
TXN004903,CUST0308,2024-05-19,67.49,Clothing,40.0,Male
TXN000142,CUST0483,2024-03-12,72.32,Books,19.0,Female
TXN000157,CUST0483,2024-08-04,27.1,Beauty,19.0,Female
TXN000169,CUST0483,2024-07-05,167.45,Electronics,19.0,Female
TXN001191,CUST0483,2024-09-12,98.43,Home,19.0,Female
TXN001592,CUST0483,2025-02-18,197.59,Home,19.0,Female
TXN002956,CUST0483,2024-07-15,59.54,Clothing,19.0,Female
TXN003513,CUST0483,2024-03-21,75.64,Home,19.0,Female
TXN003994,CUST0483,2024-05-24,65.41,Electronics,19.0,Female
TXN004977,CUST0483,2024-12-26,38.9,Clothing,19.0,Female
TXN000143,CUST0229,2024-05-30,87.06,Clothing,49.0,Female
TXN000189,CUST0229,2025-02-04,43.98,Beauty,49.0,Female
TXN000585,CUST0229,2024-05-21,81.78,Clothing,49.0,Female
TXN001283,CUST0229,2024-12-27,77.98,Books,49.0,Female
TXN001407,CUST0229,2024-05-07,80.82,Beauty,49.0,Female
TXN001905,CUST0229,2024-07-08,171.68,Electronics,49.0,Female
TXN004003,CUST0229,2024-11-10,96.8,Beauty,49.0,Female
TXN004657,CUST0229,2024-06-18,221.79,Electronics,49.0,Female
TXN000145,CUST0314,2024-05-09,44.09,Clothing,33.0,Female
TXN000158,CUST0314,2024-10-19,111.69,Home,33.0,Female
TXN000665,CUST0314,2024-06-07,42.71,Electronics,33.0,Female
TXN001140,CUST0314,2024-08-26,74.27,Books,33.0,Female
TXN002500,CUST0314,2024-12-31,27.58,Books,33.0,Female
TXN003602,CUST0314,2025-01-03,75.23,Clothing,33.0,Female
TXN004467,CUST0314,2024-06-18,66.97,Beauty,33.0,Female
TXN004527,CUST0314,2024-11-26,102.47,Clothing,33.0,Female
TXN000146,CUST0213,2024-09-02,71.18,Food,30.0,Female
TXN000361,CUST0213,2024-10-26,124.66,Electronics,30.0,Female
TXN001008,CUST0213,2024-06-22,101.59,Home,30.0,Female
TXN001133,CUST0213,2024-10-24,58.41,Home,30.0,Female
TXN001554,CUST0213,2025-01-21,84.2,Food,30.0,Female
TXN002198,CUST0213,2024-09-09,68.45,Food,30.0,Female
TXN002569,CUST0213,2024-06-01,56.05,Beauty,30.0,Female
TXN002761,CUST0213,2024-10-09,27.9,Food,30.0,Female
TXN003162,CUST0213,2024-07-16,49.59,Food,30.0,Female
TXN004053,CUST0213,2024-03-26,87.65,Home,30.0,Female
TXN004069,CUST0213,2025-01-12,61.27,Food,30.0,Female
TXN004243,CUST0213,2025-01-23,181.92,Home,30.0,Female
TXN000147,CUST0465,2024-09-09,86.23,Food,41.0,Male
TXN000261,CUST0465,2024-12-16,56.36,Electronics,41.0,Male
TXN000377,CUST0465,2024-06-17,29.44,Beauty,41.0,Male
TXN001659,CUST0465,2024-06-23,137.07,Home,41.0,Male
TXN001800,CUST0465,2025-02-16,48.4,Books,41.0,Male
TXN001909,CUST0465,2024-06-20,47.52,Food,41.0,Male
TXN002457,CUST0465,2024-12-01,47.65,Books,41.0,Male
TXN002532,CUST0465,2024-10-11,63.68,Books,41.0,Male
TXN003333,CUST0465,2024-05-10,34.47,Food,41.0,Male
TXN003363,CUST0465,2024-07-15,134.07,Home,41.0,Male
TXN003557,CUST0465,2024-05-31,55.56,Beauty,41.0,Male
TXN003674,CUST0465,2024-12-30,26.27,Books,41.0,Male
TXN003900,CUST0465,2024-05-01,77.58,Books,41.0,Male
TXN004138,CUST0465,2025-01-10,83.3,Beauty,41.0,Male
TXN004504,CUST0465,2024-07-01,197.63,Home,41.0,Male
TXN004906,CUST0465,2024-09-01,101.08,Electronics,41.0,Male
TXN004942,CUST0465,2024-08-15,153.69,Home,41.0,Male
TXN000148,CUST0183,2024-06-30,73.75,Beauty,53.0,Non-binary
TXN000194,CUST0183,2024-06-26,56.93,Clothing,53.0,Non-binary
TXN000348,CUST0183,2024-03-28,97.91,Clothing,53.0,Non-binary
TXN000440,CUST0183,2024-09-13,144.93,Home,53.0,Non-binary
TXN000818,CUST0183,2024-09-30,106.6,Electronics,53.0,Non-binary
TXN001599,CUST0183,2025-02-01,115.43,Home,53.0,Non-binary
TXN001671,CUST0183,2025-02-19,250.23,Home,53.0,Non-binary
TXN002072,CUST0183,2024-11-03,27.35,Beauty,53.0,Non-binary
TXN003369,CUST0183,2024-08-20,79.96,Home,53.0,Non-binary
TXN003668,CUST0183,2024-09-19,71.71,Food,53.0,Non-binary
TXN004411,CUST0183,2024-09-10,56.12,Beauty,53.0,Non-binary
TXN004548,CUST0183,2024-07-30,85.54,Food,53.0,Non-binary
TXN004758,CUST0183,2024-10-07,95.96,Beauty,53.0,Non-binary
TXN000149,CUST0112,2024-11-12,150.9,Home,42.0,Male
TXN000657,CUST0112,2025-01-22,318.52,Home,42.0,Male
TXN002232,CUST0112,2024-10-21,104.08,Electronics,42.0,Male
TXN002815,CUST0112,2025-01-30,182.35,Electronics,42.0,Male
TXN003019,CUST0112,2024-04-22,92.98,Food,42.0,Male
TXN003027,CUST0112,2024-12-03,20.4,Clothing,42.0,Male
TXN003035,CUST0112,2024-08-11,84.22,Home,42.0,Male
TXN003137,CUST0112,2024-07-11,80.6,Books,42.0,Male
TXN003592,CUST0112,2024-06-16,173.46,Home,42.0,Male
TXN003915,CUST0112,2024-06-21,98.13,Beauty,42.0,Male
TXN004393,CUST0112,2024-09-25,42.72,Food,42.0,Male
TXN004606,CUST0112,2024-09-14,205.01,Home,42.0,Male
TXN000151,CUST0192,2024-03-22,194.79,Electronics,62.0,Male
TXN000820,CUST0192,2025-01-24,68.26,Home,62.0,Male
TXN000844,CUST0192,2024-11-13,70.95,Books,62.0,Male
TXN001886,CUST0192,2024-05-24,59.99,Books,62.0,Male
TXN002301,CUST0192,2024-12-06,65.37,Beauty,62.0,Male
TXN002689,CUST0192,2024-09-28,88.3,Books,62.0,Male
TXN002818,CUST0192,2024-12-23,79.95,Clothing,62.0,Male
TXN003030,CUST0192,2024-04-21,43.9,Food,62.0,Male
TXN000152,CUST0029,2024-06-10,81.26,Clothing,29.0,Female
TXN000173,CUST0029,2024-10-04,237.59,Home,29.0,Female
TXN000525,CUST0029,2024-05-03,70.51,Electronics,29.0,Female
TXN002158,CUST0029,2024-06-27,50.39,Clothing,29.0,Female
TXN003013,CUST0029,2024-07-27,54.46,Clothing,29.0,Female
TXN003149,CUST0029,2024-12-09,61.36,Food,29.0,Female
TXN003509,CUST0029,2025-02-25,119.47,Electronics,29.0,Female
TXN003889,CUST0029,2024-12-02,46.87,Beauty,29.0,Female
TXN003927,CUST0029,2024-11-19,112.15,Home,29.0,Female
TXN004235,CUST0029,2024-08-17,31.05,Food,29.0,Female
TXN000154,CUST0214,2024-09-21,70.85,Electronics,58.0,Female
TXN000434,CUST0214,2024-12-03,77.83,Beauty,58.0,Female
TXN000556,CUST0214,2024-11-02,93.44,Food,58.0,Female
TXN000786,CUST0214,2024-08-03,59.32,Home,58.0,Female
TXN000831,CUST0214,2024-05-03,97.45,Food,58.0,Female
TXN001007,CUST0214,2024-12-13,57.54,Beauty,58.0,Female
TXN001040,CUST0214,2025-02-08,28.48,Beauty,58.0,Female
TXN001197,CUST0214,2024-09-27,72.76,Beauty,58.0,Female
TXN002080,CUST0214,2025-01-24,125.34,Home,58.0,Female
TXN002197,CUST0214,2024-10-24,125.58,Home,58.0,Female
TXN002246,CUST0214,2024-10-11,33.88,Beauty,58.0,Female
TXN002619,CUST0214,2024-06-28,61.44,Food,58.0,Female
TXN003272,CUST0214,2024-06-07,60.93,Home,58.0,Female
TXN003482,CUST0214,2024-03-23,78.94,Electronics,58.0,Female
TXN004122,CUST0214,2024-06-22,55.17,Beauty,58.0,Female
TXN004261,CUST0214,2024-04-08,71.39,Books,58.0,Female
TXN000155,CUST0467,2024-05-13,144.34,Electronics,24.0,Male
TXN001539,CUST0467,2025-02-06,278.4,Electronics,24.0,Male
TXN001877,CUST0467,2024-04-16,94.58,Clothing,24.0,Male
TXN002929,CUST0467,2025-01-25,90.43,Electronics,24.0,Male
TXN003133,CUST0467,2024-10-19,28.29,Beauty,24.0,Male
TXN003245,CUST0467,2025-02-11,40.59,Food,24.0,Male
TXN004479,CUST0467,2024-03-21,77.47,Books,24.0,Male
TXN000156,CUST0200,2024-05-31,90.8,Food,37.0,Male
TXN000900,CUST0200,2025-01-07,91.29,Books,37.0,Male
TXN001222,CUST0200,2025-02-25,178.35,Electronics,37.0,Male
TXN001518,CUST0200,2024-12-06,33.7,Food,37.0,Male
TXN002258,CUST0200,2024-07-27,54.74,Books,37.0,Male
TXN002398,CUST0200,2024-06-15,41.43,Clothing,37.0,Male
TXN003002,CUST0200,2024-04-06,242.43,Electronics,37.0,Male
TXN004885,CUST0200,2025-02-02,54.66,Books,37.0,Male
TXN000159,CUST0491,2024-11-21,78.03,Books,66.0,Female
TXN000803,CUST0491,2025-02-13,58.32,Food,66.0,Female
TXN003792,CUST0491,2025-01-07,82.68,Books,66.0,Female
TXN004913,CUST0491,2024-12-10,87.54,Books,66.0,Female
